;,,,,,,,,,,,,,
TABLE HotSmlCECStd22070012TrmlUnit,,,,,,,,,,,,,
PropName,BaseName,Type,System,Zone,PriAirFlowMax,PriAirFlowMin,HtgAirFlowMax,ReheatCtrlMthd,,,,,
GuestRoom103_SZAC Fan,BaseSys1 Fan-3,ConstantVolume,BaseZnSys1-3,GuestRoom103 Thermal Zone,210.772,-99996,0.5,BrakeHorsePower,1.637,0.109,0.125,InAirStream,0.855
GuestRoom104_SZAC Fan,BaseSys1 Fan-4,ConstantVolume,BaseZnSys1-4,GuestRoom104 Thermal Zone,210.737,-99996,0.5,BrakeHorsePower,1.637,0.109,0.125,InAirStream,0.855
GuestRoom105_SZAC Fan,BaseSys1 Fan-5,ConstantVolume,BaseZnSys1-5,GuestRoom105 Thermal Zone,208.978,-99996,0.5,BrakeHorsePower,1.637,0.108,0.125,InAirStream,0.855
GuestRoom201_SZAC Fan,BaseSys1 Fan-6,ConstantVolume,BaseZnSys1-6,GuestRoom201 Thermal Zone,234.703,-99996,0.5,BrakeHorsePower,1.637,0.121,0.125,InAirStream,0.855
GuestRoom202_205_SZAC Fan,BaseSys1 Fan-7,ConstantVolume,BaseZnSys1-7,GuestRoom202_205 Thermal Zone,181.45,-99996,0.5,BrakeHorsePower,1.637,0.094,0.125,InAirStream,0.855
GuestRoom206_208_SZAC Fan,BaseSys1 Fan-8,ConstantVolume,BaseZnSys1-8,GuestRoom206_208 Thermal Zone,186.725,-99996,0.5,BrakeHorsePower,1.637,0.096,0.125,InAirStream,0.855
GuestRoom209_212_SZAC Fan,BaseSys1 Fan-9,ConstantVolume,BaseZnSys1-9,GuestRoom209_212 Thermal Zone,167.112,-99996,0.5,BrakeHorsePower,1.637,0.086,0.125,InAirStream,0.855
GuestRoom213_SZAC Fan,BaseSys1 Fan-10,ConstantVolume,BaseZnSys1-10,GuestRoom213 Thermal Zone,176.433,-99996,0.5,BrakeHorsePower,1.637,0.091,0.125,InAirStream,0.855
GuestRoom214_SZAC Fan,BaseSys1 Fan-11,ConstantVolume,BaseZnSys1-11,GuestRoom214 Thermal Zone,176.548,-99996,0.5,BrakeHorsePower,1.637,0.091,0.125,InAirStream,0.855
GuestRoom215_218_SZAC Fan,BaseSys1 Fan-12,ConstantVolume,BaseZnSys1-12,GuestRoom215_218 Thermal Zone,158.418,-99996,0.5,BrakeHorsePower,1.637,0.082,0.083,InAirStream,0.855
GuestRoom219_SZAC Fan,BaseSys1 Fan-13,ConstantVolume,BaseZnSys1-13,GuestRoom219 Thermal Zone,173.477,-99996,0.5,BrakeHorsePower,1.637,0.09,0.125,InAirStream,0.855
GuestRoom220_223_SZAC Fan,BaseSys1 Fan-14,ConstantVolume,BaseZnSys1-14,GuestRoom220_223 Thermal Zone,156.673,-99996,0.5,BrakeHorsePower,1.637,0.081,0.083,InAirStream,0.855
GuestRoom224_SZAC Fan,BaseSys1 Fan-15,ConstantVolume,BaseZnSys1-15,GuestRoom224 Thermal Zone,172.822,-99996,0.5,BrakeHorsePower,1.637,0.089,0.125,InAirStream,0.855
GuestRoom301_SZAC Fan,BaseSys1 Fan-16,ConstantVolume,BaseZnSys1-16,GuestRoom301 Thermal Zone,220.685,-99996,0.5,BrakeHorsePower,1.637,0.114,0.125,InAirStream,0.855
GuestRoom302_305_SZAC Fan,BaseSys1 Fan-17,ConstantVolume,BaseZnSys1-17,GuestRoom302_305 Thermal Zone,168.464,-99996,0.5,BrakeHorsePower,1.637,0.087,0.125,InAirStream,0.855
GuestRoom306_308_SZAC Fan,BaseSys1 Fan-18,ConstantVolume,BaseZnSys1-18,GuestRoom306_308 Thermal Zone,182.67,-99996,0.5,BrakeHorsePower,1.637,0.094,0.125,InAirStream,0.855
GuestRoom309_312_SZAC Fan,BaseSys1 Fan-19,ConstantVolume,BaseZnSys1-19,GuestRoom309_312 Thermal Zone,166.253,-99996,0.5,BrakeHorsePower,1.637,0.086,0.125,InAirStream,0.855
GuestRoom313_SZAC Fan,BaseSys1 Fan-20,ConstantVolume,BaseZnSys1-20,GuestRoom313 Thermal Zone,178.698,-99996,0.5,BrakeHorsePower,1.637,0.092,0.125,InAirStream,0.855
GuestRoom314_SZAC Fan,BaseSys1 Fan-21,ConstantVolume,BaseZnSys1-21,GuestRoom314 Thermal Zone,178.744,-99996,0.5,BrakeHorsePower,1.637,0.092,0.125,InAirStream,0.855
GuestRoom315_318_SZAC Fan,BaseSys1 Fan-22,ConstantVolume,BaseZnSys1-22,GuestRoom315_318 Thermal Zone,162.978,-99996,0.5,BrakeHorsePower,1.637,0.084,0.125,InAirStream,0.855
GuestRoom319_SZAC Fan,BaseSys1 Fan-23,ConstantVolume,BaseZnSys1-23,GuestRoom319 Thermal Zone,176.858,-99996,0.5,BrakeHorsePower,1.637,0.091,0.125,InAirStream,0.855
GuestRoom320_323_SZAC Fan,BaseSys1 Fan-24,ConstantVolume,BaseZnSys1-24,GuestRoom320_323 Thermal Zone,161.017,-99996,0.5,BrakeHorsePower,1.637,0.083,0.125,InAirStream,0.855
GuestRoom324_SZAC Fan,BaseSys1 Fan-25,ConstantVolume,BaseZnSys1-25,GuestRoom324 Thermal Zone,176.157,-99996,0.5,BrakeHorsePower,1.637,0.091,0.125,InAirStream,0.855
GuestRoom401_SZAC Fan,BaseSys1 Fan-26,ConstantVolume,BaseZnSys1-26,GuestRoom401 Thermal Zone,275.839,-99996,0.5,BrakeHorsePower,1.637,0.142,0.25,InAirStream,0.855
GuestRoom402_405_SZAC Fan,BaseSys1 Fan-27,ConstantVolume,BaseZnSys1-27,GuestRoom402_405 Thermal Zone,214.708,-99996,0.5,BrakeHorsePower,1.637,0.111,0.125,InAirStream,0.855
GuestRoom406_408_SZAC Fan,BaseSys1 Fan-28,ConstantVolume,BaseZnSys1-28,GuestRoom406_408 Thermal Zone,236.283,-99996,0.5,BrakeHorsePower,1.637,0.122,0.125,InAirStream,0.855
GuestRoom409_412_SZAC Fan,BaseSys1 Fan-29,ConstantVolume,BaseZnSys1-29,GuestRoom409_412 Thermal Zone,213.989,-99996,0.5,BrakeHorsePower,1.637,0.11,0.125,InAirStream,0.855
GuestRoom413_SZAC Fan,BaseSys1 Fan-30,ConstantVolume,BaseZnSys1-30,GuestRoom413 Thermal Zone,221.72,-99996,0.5,BrakeHorsePower,1.637,0.114,0.125,InAirStream,0.855
GuestRoom414_SZAC Fan,BaseSys1 Fan-31,ConstantVolume,BaseZnSys1-31,GuestRoom414 Thermal Zone,199.674,-99996,0.5,BrakeHorsePower,1.637,0.103,0.125,InAirStream,0.855
GuestRoom415_418_SZAC Fan,BaseSys1 Fan-32,ConstantVolume,BaseZnSys1-32,GuestRoom415_418 Thermal Zone,191.613,-99996,0.5,BrakeHorsePower,1.637,0.099,0.125,InAirStream,0.855
GuestRoom419_SZAC Fan,BaseSys1 Fan-33,ConstantVolume,BaseZnSys1-33,GuestRoom419 Thermal Zone,197.524,-99996,0.5,BrakeHorsePower,1.637,0.102,0.125,InAirStream,0.855
GuestRoom420_423_SZAC Fan,BaseSys1 Fan-34,ConstantVolume,BaseZnSys1-34,GuestRoom420_423 Thermal Zone,191.314,-99996,0.5,BrakeHorsePower,1.637,0.099,0.125,InAirStream,0.855
GuestRoom424_SZAC Fan,BaseSys1 Fan-35,ConstantVolume,BaseZnSys1-35,GuestRoom424 Thermal Zone,196.236,-99996,0.5,BrakeHorsePower,1.637,0.101,0.125,InAirStream,0.855
ENDTABLE,,,,,,,,,,,,,
TABLE HotSmlCECStd22070012OACtrl,,,,,,,,,,,,,
PropName,BaseName,EconoCtrlMthd,System,EconoIntegration,,,,,,,,,
;,,,,,,,,,,,,,
BaseSys5 OACtrl,BaseSys5 OACtrl,DifferentialDryBulb,BaseAirSys5,Integrated,,,,,,,,,
BaseSys5 OACtrl-2,BaseSys5 OACtrl-2,NoEconomizer,BaseAirSys5-2,UNDEFINED,,,,,,,,,
BaseSys5 OACtrl-3,BaseSys5 OACtrl-3,NoEconomizer,BaseAirSys5-3,UNDEFINED,,,,,,,,,
BaseSys5 OACtrl-4,BaseSys5 OACtrl-4,NoEconomizer,BaseAirSys5-4,UNDEFINED,,,,,,,,,
ENDTABLE,,,,,,,,,,,,,
